Date,ES,6E,6M,ZN,ZC,GC,SR3
2018-12-11,201812,201812,201812,201903,201912,201902,202009
2018-12-12,201812,201812,201812,201903,201912,201902,202009
2018-12-13,201812,201812,201903,201903,201912,201902,202009
2018-12-14,201903,201903,201903,201903,201912,201902,202009
2018-12-17,201903,201903,201903,201903,201912,201902,202009
2018-12-18,201903,201903,201903,201903,201912,201902,202009
2018-12-19,201903,201903,201903,201903,201912,201902,202009
2018-12-20,201903,201903,201903,201903,201912,201902,202009
2018-12-21,201903,201903,201903,201903,201912,201902,202009
2018-12-24,201903,201903,201903,201903,201912,201902,202009
2018-12-26,201903,201903,201903,201903,201912,201902,202009
2018-12-27,201903,201903,201903,201903,201912,201902,202012
2018-12-28,201903,201903,201903,201903,201912,201902,202012
2018-12-31,201903,201903,201903,201903,201912,201902,202012
2019-01-02,201903,201903,201903,201903,201912,201902,202012
2019-01-03,201903,201903,201903,201903,201912,201902,202012
2019-01-04,201903,201903,201903,201903,201912,201902,202012
2019-01-07,201903,201903,201903,201903,201912,201902,202012
2019-01-08,201903,201903,201903,201903,201912,201902,202012
2019-01-09,201903,201903,201903,201903,201912,201902,202012
2019-01-10,201903,201903,201903,201903,201912,201902,202012
2019-01-11,201903,201903,201903,201903,201912,201902,202012
2019-01-14,201903,201903,201903,201903,201912,201902,202012
2019-01-15,201903,201903,201903,201903,201912,201902,202012
2019-01-16,201903,201903,201903,201903,201912,201902,202012
2019-01-17,201903,201903,201903,201903,201912,201902,202012
2019-01-18,201903,201903,201903,201903,201912,201902,202012
2019-01-22,201903,201903,201903,201903,201912,201902,202012
2019-01-23,201903,201903,201903,201903,201912,201902,202012
2019-01-24,201903,201903,201903,201903,201912,201902,202012
2019-01-25,201903,201903,201903,201903,201912,201902,202012
2019-01-28,201903,201903,201903,201903,201912,201902,202012
2019-01-29,201903,201903,201903,201903,201912,201902,202012
2019-01-30,201903,201903,201903,201903,201912,201904,202012
2019-01-31,201903,201903,201903,201903,201912,201904,202012
2019-02-01,201903,201903,201903,201903,201912,201904,202012
2019-02-04,201903,201903,201903,201903,201912,201904,202012
2019-02-05,201903,201903,201903,201903,201912,201904,202012
2019-02-06,201903,201903,201903,201903,201912,201904,202012
2019-02-07,201903,201903,201903,201903,201912,201904,202012
2019-02-08,201903,201903,201903,201903,201912,201904,202012
2019-02-11,201903,201903,201903,201903,201912,201904,202012
2019-02-12,201903,201903,201903,201903,201912,201904,202012
2019-02-13,201903,201903,201903,201903,201912,201904,202012
2019-02-14,201903,201903,201903,201903,201912,201904,202012
2019-02-15,201903,201903,201903,201903,201912,201904,202012
2019-02-19,201903,201903,201903,201903,201912,201904,202012
2019-02-20,201903,201903,201903,201903,201912,201904,202012
2019-02-21,201903,201903,201903,201903,201912,201904,202012
2019-02-22,201903,201903,201903,201903,201912,201904,202012
2019-02-25,201903,201903,201903,201903,201912,201904,202012
2019-02-26,201903,201903,201903,201903,201912,201904,202012
2019-02-27,201903,201903,201903,201906,201912,201904,202012
2019-02-28,201903,201903,201903,201906,201912,201904,202012
2019-03-01,201903,201903,201903,201906,201912,201904,202012
2019-03-04,201903,201903,201903,201906,201912,201904,202012
2019-03-05,201903,201903,201903,201906,201912,201904,202012
2019-03-06,201903,201903,201903,201906,201912,201904,202012
2019-03-07,201903,201903,201903,201906,201912,201904,202012
2019-03-08,201906,201903,201903,201906,201912,201904,202012
2019-03-11,201906,201903,201903,201906,201912,201904,202012
2019-03-12,201906,201903,201903,201906,201912,201904,202012
2019-03-13,201906,201903,201903,201906,201912,201904,202012
2019-03-14,201906,201903,201903,201906,201912,201904,202012
2019-03-15,201906,201906,201906,201906,201912,201904,202012
2019-03-18,201906,201906,201906,201906,201912,201904,202012
2019-03-19,201906,201906,201906,201906,201912,201904,202012
2019-03-20,201906,201906,201906,201906,201912,201904,202012
