Date,TA,M,RB,FG,MA,HC,V,SA,RM,AG,combined
2019-12-06,0,0,0,0,0,0,0,0,0,0,0
2019-12-09,2400,169,-636,2850,1312,612,750,0,60,12,7529
2019-12-10,2304,2325,2500,3089,5162,3588,3855,0,310,-2,23131
2019-12-11,-1026,-1395,1200,1388,-1278,4364,-2985,0,70,-317,21
2019-12-12,-450,-4644,1099,3110,189,3782,-1185,0,-130,-101,1670
2019-12-13,-2946,-2036,-3287,2616,-995,350,1055,0,-132,-525,-5900
2019-12-16,-2066,-2036,-2871,1376,-6019,2118,-1185,0,-147,-545,-11375
2019-12-17,-1922,-748,-3663,7382,2066,1912,-545,0,-147,-585,3750
2019-12-18,-494,-4428,663,6222,-1054,2566,2055,0,141,-425,5246
2019-12-19,-902,-5348,-459,5385,-3910,604,1730,0,167,-645,-3378
2019-12-20,442,-2870,3013,4133,-5107,6676,-4445,0,-253,-1295,294
2019-12-23,-2482,-2870,-151,7313,-3273,4206,-3440,0,239,-1745,-2203
2019-12-24,-2272,-3745,-3026,4769,-5833,14,-5300,0,-90,-2087,-17570
2019-12-25,-2496,-3921,1990,6364,-5437,4622,-4385,0,638,-2472,-5097
2019-12-26,-4584,-3921,3334,10156,-10057,5490,-4685,0,-160,-2286,-6713
2019-12-27,-5048,3559,3778,11552,-13621,5740,-2585,0,-3198,-2306,-2129
2019-12-30,-2948,4579,6514,10806,-8746,9042,-3485,0,-3935,-2444,9383
2019-12-31,-2372,4871,3962,12322,-10345,6270,-5345,0,-4055,-2375,2933
2020-01-02,-3716,2097,3418,18498,-11927,4810,-5650,0,-3819,-2375,1336
2020-01-03,-5522,-883,5514,19294,-16327,6514,-2600,0,-2599,-2375,1016
2020-01-06,-3682,90,7242,18902,-15043,7402,-4805,0,-4307,-2375,3424
2020-01-07,-4150,-2250,12426,19698,-19343,15448,-1340,0,-3253,-2284,14952
2020-01-08,-2198,-3174,4886,17280,-11363,6480,-3860,0,-2460,-2464,3127
2020-01-09,-2134,-8740,7254,18102,-11462,8700,2030,0,102,-2475,11377
2020-01-10,-2106,-10695,3513,11462,-19085,4794,-3410,0,102,-2475,-17900
2020-01-13,-1466,-9967,7543,12318,-15785,8762,-4860,0,1062,-2394,-4787
2020-01-14,-1330,-7942,4599,15406,-14428,6144,-4585,0,-387,-2429,-4952
2020-01-15,-1738,-8254,7599,17686,-13713,9290,-4885,0,-318,-2451,3216
2020-01-16,-1776,-8594,11804,17106,-12653,15170,-5485,0,382,-2487,13467
2020-01-17,-2256,-8780,12698,16525,-15409,14594,-7035,0,-818,-2479,7040
2020-01-20,-848,-7583,8318,9936,-14161,9154,-6355,0,-2978,-2557,-7074
2020-01-21,-848,-8831,7282,15345,-11473,6706,-7025,0,748,-2305,-401
2020-01-22,-296,-10476,660,225,-10875,2686,-8365,0,2074,-2311,-26678
2020-01-23,7912,-12772,-30500,-31182,-4640,-25952,-22555,0,7115,-2458,-115032
2020-02-03,8412,-10564,-12020,-27542,-6731,-14603,-19855,0,2110,-2401,-83194
2020-02-04,7824,-10850,-11892,-26377,-7207,-14279,-18215,0,2781,-2401,-80616
2020-02-05,7164,-10884,-10461,-19881,-7801,-12935,-17630,0,2937,-2345,-71836
2020-02-06,7068,-10954,-8129,-20317,-8991,-11759,-17430,0,3099,-2397,-69810
2020-02-07,7374,-10778,-7973,-19327,-8651,-12479,-16650,0,1965,-2369,-68888
2020-02-10,6834,-10730,-5009,-18535,-8787,-9599,-14700,0,2295,-2397,-60628
2020-02-11,7014,-10825,-4749,-17353,-8277,-8927,-15090,0,2680,-2087,-57614
2020-02-12,6900,-10705,-4281,-17154,-8557,-8786,-15090,0,425,-2227,-59475
2020-02-13,6444,-10669,-3449,-17353,-8802,-7987,-13335,0,779,-2277,-56649
2020-02-14,6044,-10707,-849,-16759,-9502,-6389,-13530,0,-509,-2472,-54673
2020-02-17,6564,-10597,-2863,-17356,-8452,-7047,-13920,0,-69,-2514,-56254
2020-02-18,6354,-10639,-3552,-16747,-9608,-7517,-14895,0,-546,-3132,-60282
2020-02-19,5518,-10648,-1056,-13947,-9713,-6154,-13725,0,-228,-3222,-53175
2020-02-20,5288,-10600,-1160,-12771,-9611,-5770,-12525,0,-122,-3497,-50768
2020-02-21,6254,-10068,-1732,-12204,-8693,-6113,-13325,0,2263,-3633,-47251
2020-02-24,6638,-10372,-166,-12204,-9803,-5013,-12915,0,1150,-3536,-46221
2020-02-25,8414,-10232,-1678,-12762,-8767,-6186,-14015,0,1786,-3583,-47023
2020-02-26,9998,-10298,-2613,-14662,-8423,-7206,-14935,0,1097,-3583,-50625
2020-02-27,11966,-9386,-6903,-16719,-5343,-11210,-16545,0,3217,-3583,-54506
2020-02-28,10816,-12158,-2503,-13625,-7455,-6722,-14745,0,-2295,-3583,-52270
2020-03-02,9716,-12274,-1723,-14500,-7842,-6477,-14305,0,-3179,-3495,-54079
2020-03-03,9266,-12106,277,-13675,-7674,-5208,-13875,0,-3138,-4005,-50138
2020-03-04,9616,-12232,-673,-13995,-7938,-5396,-13875,0,-3498,-3963,-51954
2020-03-05,11066,-11902,-1723,-15243,-7713,-6430,-15345,0,-2367,-4155,-53812
2020-03-06,16578,-10867,-1923,-18456,-2261,-6718,-20880,0,129,-2755,-47153
2020-03-09,19906,-11542,-852,-17496,-2966,-5806,-16880,0,-897,-3556,-40089
2020-03-10,19642,-10926,-1095,-16424,-1712,-5542,-16115,0,143,-3583,-35612
2020-03-11,23004,-10530,-1625,-16934,396,-6284,-16790,0,659,-2755,-30859
2020-03-12,23268,-11825,71,-21308,396,-5436,-15910,0,-244,-625,-31613
2020-03-13,27500,-11492,-2925,-29524,2244,-8004,-17380,0,229,1625,-37727
2020-03-16,30956,-12269,-372,-32813,3994,-8539,-18405,231,-191,5165,-32243
2020-03-17,35948,-11623,-2856,-35218,7810,-13733,-22585,351,271,7125,-34510
2020-03-18,42514,-10825,-8376,-39916,10844,-16169,-27765,845,1132,7746,-39970
2020-03-19,37906,-14140,-17190,-40056,7924,-27832,-26715,845,-1902,5696,-75464
2020-03-20,44486,-18158,-26535,-43976,9256,-39970,-32235,1377,-6022,5826,-105951
2020-03-23,47066,-18328,-19543,-41976,10516,-32886,-34435,1124,-5342,3918,-89886
2020-03-24,45088,-19588,-17966,-41376,12166,-32760,-34855,1152,-6182,2028,-92293
2020-03-25,46550,-17617,-19742,-42056,12470,-35400,-37015,1555,-4859,2181,-93933
2020-03-26,48700,-18517,-20618,-42200,18456,-34870,-37735,1870,-6459,1713,-89660
2020-03-27,56004,-19023,-27143,-42395,24672,-39654,-39415,3580,-7172,3549,-86997
2020-03-30,52404,-18803,-27809,-42399,21792,-40062,-39745,2656,-6731,2919,-95778
2020-03-31,55242,-17087,-32033,-42215,24102,-43446,-39565,2846,-4546,3175,-93527
2020-04-01,49402,-16779,-28073,-42317,18327,-39891,-39665,2126,-4672,2479,-99063
2020-04-02,47762,-15833,-30513,-40809,17859,-41697,-39835,3072,-3792,1991,-101795
2020-04-03,45818,-15879,-29561,-41436,14889,-40633,-40360,2392,-4320,279,-108811
2020-04-07,46168,-16215,-27471,-41526,15234,-39153,-40180,1613,-4656,895,-105291
2020-04-08,43158,-16243,-23937,-41526,10197,-37405,-40180,1408,-4843,825,-108546
2020-04-09,43734,-16363,-20386,-42018,8633,-35245,-40300,1778,-4795,650,-104312
2020-04-10,46674,-15659,-19686,-39282,10521,-34860,-40450,3722,-4507,818,-92709
2020-04-13,45414,-15791,-19827,-40302,14682,-35540,-40150,2822,-4603,258,-93037
2020-04-14,45764,-15896,-20344,-41622,13802,-35676,-40180,1652,-4858,755,-96603
2020-04-15,47792,-13958,-19780,-40786,16840,-34384,-39970,2520,-3988,244,-85470
2020-04-16,48352,-14398,-19968,-42508,15414,-34350,-40130,2112,-4183,881,-88778
2020-04-17,49952,-12922,-20861,-41848,15234,-34911,-40130,1606,-3721,959,-86642
2020-04-20,53970,-12750,-22036,-41088,18414,-36000,-39455,2024,-3833,833,-79921
2020-04-21,61596,-14145,-20288,-41244,21010,-35142,-38955,2184,-3987,1862,-67109
2020-04-22,52904,-14385,-21990,-40752,16585,-36396,-39655,1918,-4295,826,-85240
2020-04-23,52752,-13821,-21405,-41592,19079,-35788,-39380,1958,-4295,655,-81837
2020-04-24,54352,-14573,-22260,-42138,20510,-36236,-40095,1996,-4667,1033,-82078
2020-04-27,52992,-12505,-23205,-41441,18170,-36732,-40215,2516,-4128,1699,-82849
2020-04-28,50682,-12046,-22869,-42121,18062,-36468,-40545,2668,-3978,1099,-85516
2020-04-29,49720,-12656,-20321,-42457,14441,-34560,-41105,2592,-3938,729,-87555
2020-04-30,47128,-14454,-18697,-43633,14241,-33312,-43555,2432,-4244,1059,-93035
2020-05-06,46912,-14064,-16375,-44166,15726,-31374,-42855,2712,-4260,1335,-86409
2020-05-07,46912,-15954,-16105,-44462,14890,-30516,-44745,2732,-4365,-249,-91862
2020-05-08,47752,-14713,-16159,-45232,15580,-30750,-44115,2675,-4305,-293,-89560
2020-05-11,48610,-15145,-15519,-45397,16880,-30255,-42715,2560,-4311,6,-85286
2020-05-12,49090,-14932,-15123,-46064,15380,-30025,-43485,2344,-4287,-306,-87408
2020-05-13,48130,-12524,-16201,-45868,15380,-29654,-44430,2296,-4311,-426,-87608
2020-05-14,44346,-12696,-14773,-45436,14479,-28373,-46300,2224,-4311,-2514,-93354
2020-05-15,43202,-15756,-9404,-46164,16091,-23273,-47730,1912,-4191,-5430,-90743
2020-05-18,42698,-15036,-7564,-46364,16415,-21803,-46855,1984,-4236,-4734,-85495
2020-05-19,38434,-17220,-9004,-46404,14491,-22959,-49105,1915,-4061,-5846,-99759
2020-05-20,38434,-15560,-6250,-46557,14196,-21426,-50485,1937,-4313,-5041,-95065
2020-05-21,42178,-16340,-12676,-46221,17331,-25666,-49960,2525,-4335,-4721,-97885
2020-05-22,40898,-19112,-14262,-47196,16867,-26994,-50815,1955,-3927,-4789,-107375
2020-05-25,40750,-18962,-15958,-47218,17111,-26918,-50995,1723,-3862,-5273,-109602
2020-05-26,41712,-20204,-15102,-47182,15284,-25943,-50570,1655,-3667,-5021,-109038
2020-05-27,40454,-18724,-14360,-47176,15556,-25163,-50090,1335,-3499,-5219,-106886
2020-05-28,42254,-19494,-6870,-47170,17120,-19317,-49600,895,-3235,-5249,-90666
2020-05-29,39302,-18429,-7200,-47090,15464,-18415,-51355,1067,-4015,-5667,-96338
2020-06-01,39530,-17885,-1544,-46940,15839,-16203,-52590,1302,-3709,-5599,-87799
2020-06-02,37690,-18701,-1437,-47111,11759,-19772,-52480,-831,-3324,-5506,-99713
2020-06-03,41596,-20979,-4598,-47351,12527,-21612,-52300,1559,-2214,-5506,-98878
2020-06-04,39612,-22604,-3926,-47108,9487,-19657,-52460,-520,-1614,-5506,-104296
2020-06-05,35412,-21044,-2150,-47108,10873,-17389,-52775,-297,-1878,-5506,-101862
2020-06-08,36372,-21227,-1686,-47652,11281,-16867,-52655,7127,-1578,-5520,-92405
2020-06-09,37434,-21115,-4780,-47516,11887,-19595,-52605,6609,-2181,-5484,-97346
2020-06-10,39174,-20345,-3637,-46844,15731,-17997,-52445,8100,-4197,-5453,-87913
2020-06-11,39894,-22127,-512,-46529,17231,-14685,-52475,5702,-2393,-5520,-81414
2020-06-12,42018,-20590,-6231,-46603,21711,-17821,-52425,4113,-4825,-5626,-86279
2020-06-15,38596,-22040,-3015,-46562,17883,-14851,-52490,5451,-4363,-5596,-86987
2020-06-16,37416,-21060,-4131,-46838,18395,-15907,-52490,5011,-4507,-5558,-89669
2020-06-17,38112,-20922,-1381,-46887,18523,-11587,-52535,6964,-4291,-5556,-79560
2020-06-18,36720,-20562,3407,-46617,15418,-7901,-52490,5739,-5191,-5530,-77007
2020-06-19,37300,-21160,1871,-46385,16925,-10109,-52700,6465,-3571,-5454,-76818
2020-06-22,38032,-20424,347,-46450,13661,-12340,-52800,8145,-4771,-5495,-82095
2020-06-23,38154,-20800,-209,-44260,14805,-12230,-52700,12081,-4516,-5393,-75068
2020-06-24,42790,-20095,-7854,-45096,15645,-17070,-53075,13796,-6556,-5456,-82971
2020-06-29,41272,-20383,-5457,-44796,14757,-15375,-52565,14504,-5844,-5423,-79310
2020-06-30,41272,-23470,-4689,-43782,13118,-15589,-52740,17360,-1840,-5063,-75423
2020-07-01,40250,-24401,-4409,-43152,8043,-15946,-52050,14831,-1021,-5458,-83313
2020-07-02,39800,-24831,1331,-44580,6118,-12316,-51840,14219,-405,-5363,-77867
2020-07-03,38150,-25689,1472,-42012,2738,-10017,-51385,12056,778,-5348,-79257
2020-07-06,42710,-24573,3227,-35768,6740,-7857,-50185,19496,113,-5303,-51400
2020-07-07,41786,-24144,9755,-34852,3972,-3021,-50545,13754,113,-5057,-48239
2020-07-08,42402,-24361,13157,-32553,3450,-41,-49945,10734,323,-4415,-41249
2020-07-09,47046,-24622,9080,-34079,8378,-3837,-50400,11286,791,-5447,-41804
2020-07-10,44088,-23362,18656,-23005,2114,5525,-47760,8892,-4775,-4017,-23644
2020-07-13,43912,-22894,20636,-20149,1346,6503,-48570,11124,-5791,-4077,-17960
2020-07-14,43912,-22975,20950,-17881,-3129,7263,-49845,11949,-5677,-3645,-19078
2020-07-15,45432,-23255,15544,-19246,-897,3698,-49940,13057,-4642,-3866,-24115
2020-07-16,48702,-23516,17812,-10804,4831,7016,-50795,18263,-3616,-4516,3377
2020-07-17,51342,-23835,14599,-14340,7309,4033,-49395,29721,128,-3746,15816
2020-07-20,48900,-23719,22439,-6420,5494,11337,-49395,25965,-467,-218,33916
2020-07-21,48900,-24038,26934,-6617,3910,14617,-50385,20911,2116,3862,40210
2020-07-22,46640,-24682,28858,-10523,1963,19507,-50615,18490,3164,6632,39434
2020-07-23,46876,-25924,19198,-9165,11179,7537,-52655,19246,7484,6146,29922
2020-07-24,49216,-25974,15403,-9350,9219,4957,-50975,17545,9101,9122,28264
2020-07-27,46290,-24280,15967,-8186,10221,4815,-50400,18271,-51,9662,22309
2020-07-28,46826,-24565,20245,-11186,6046,10401,-51120,20671,1141,9466,27925
2020-07-29,45194,-24187,20529,-3941,8782,14657,-49320,22117,-102,8010,41739
2020-07-30,43550,-24460,23049,728,13654,17241,-49190,20665,1653,9396,56286
2020-07-31,49534,-24746,30381,11024,15524,27760,-47165,7135,3914,9387,82748
2020-08-03,47374,-24217,30239,21374,15357,29531,-46465,-3827,498,9459,79323
2020-08-04,41794,-23320,29929,24655,15019,28879,-43915,-3099,-3693,13909,80158
2020-08-05,40530,-22960,37989,26103,16039,31503,-46795,-5595,-3933,16879,89760
2020-08-06,34830,-22934,37834,25918,14299,30507,-48155,-9315,-5669,17855,75170
2020-08-07,33930,-22644,37834,26863,10251,29338,-50465,-3141,-5792,18175,74349
2020-08-10,35074,-22303,35998,39015,11546,27000,-48980,-1485,-7472,17284,85677
2020-08-11,39682,-22371,38154,37025,10436,30696,-49805,360,-7106,13963,91034
2020-08-12,42962,-23435,36318,38497,12728,32867,-49805,360,-4826,12658,98324
2020-08-13,42008,-23995,37459,35767,12342,32696,-47905,-140,-4466,13354,97120
2020-08-14,41372,-24528,42675,38895,13494,39194,-43615,-890,-3764,14117,116950
2020-08-17,43544,-24856,47435,40176,9231,48144,-39910,-1525,-4121,16053,134171
2020-08-18,46632,-24899,45251,37236,9689,46992,-41520,-3331,-4925,14461,125586
2020-08-19,50106,-24940,38591,35266,12959,48084,-39495,-6275,-5327,13285,122254
2020-08-20,50870,-24788,37875,17410,8359,48084,-42855,-7661,-6790,13110,93614
2020-08-21,48196,-24893,38053,21634,4759,42012,-42385,-13254,-6530,11370,78962
2020-08-24,45784,-25619,33069,12911,3831,41087,-42155,-17266,-608,11742,62776
2020-08-25,43724,-25979,37051,15041,23,39151,-39100,-16258,2101,11617,67371
2020-08-26,47504,-25797,35386,18008,1148,42262,-41260,-15218,1759,12762,76554
2020-08-27,55824,-26188,38582,27608,3764,46654,-43465,-17018,2571,12947,101279
2020-08-28,46210,-26788,47042,29285,-3308,57238,-40770,-22859,4356,13643,104049
2020-08-31,45438,-26533,45962,25523,-16808,63622,-40250,-24395,2744,14597,89900
2020-09-01,36942,-26533,46806,26098,-18502,62770,-37335,-27587,2868,13561,79088
2020-09-02,48462,-26483,49302,22248,-16592,64458,-39455,-26707,3858,12079,91170
2020-09-03,52070,-26093,41562,18328,-21803,57546,-43235,-25207,8898,11815,73881
2020-09-04,51506,-25829,37692,18110,-21613,47610,-45125,-26747,10226,11923,57753
2020-09-07,49532,-25586,34258,17795,-16375,43166,-46910,-25122,11162,12211,54131
2020-09-08,64232,-26234,21021,17795,-9155,24536,-51070,-22882,7781,11626,37650
2020-09-09,62132,-25766,17115,14690,-8984,20456,-43320,-23626,7604,12086,32387
2020-09-10,66560,-21846,21640,16400,-11219,28023,-44320,-25906,17396,11659,58387
2020-09-11,64346,-18412,21440,10800,-15323,29150,-48145,-22978,24416,11483,56777
2020-09-14,61786,-18412,7688,10580,-23873,20862,-47470,-19320,22336,12147,26324
2020-09-15,60250,-21868,4492,10988,-23587,14999,-46180,-20061,16860,11916,7809
2020-09-16,64534,-20708,2028,10655,-24555,14741,-42095,-19786,17760,10992,13566
2020-09-17,61486,-15524,3548,12855,-22800,19169,-42740,-21724,26016,11730,32016
2020-09-18,68290,-16396,-3408,9367,-22684,11543,-39800,-20131,24051,10605,21437
2020-09-21,70274,-20059,-4568,11487,-15802,10499,-43580,-22915,20627,5907,11870
2020-09-22,77176,-21529,-3863,12517,-15472,12039,-42905,-24154,18422,3875,16106
2020-09-23,75016,-23904,-2848,12517,-14032,12858,-47855,-23632,16266,2730,7116
2020-09-24,76856,-24480,-5508,12217,-16048,11718,-46705,-22606,15708,3662,4814
2020-09-25,84446,-22506,-3979,12021,-13526,12273,-46705,-21710,16056,3314,19684
2020-09-28,84214,-24446,-4801,13866,-12041,12939,-46265,-21596,13968,3616,19454
2020-09-29,88694,-25146,-1633,18826,-6259,13827,-46705,-22245,13713,3722,36794
2020-09-30,85502,-15446,8531,20236,-12559,23151,-38345,-20633,21721,3792,75950
2020-10-09,82512,-10093,8531,22956,-16454,25038,-33880,-22809,28485,4056,88342
2020-10-12,82512,-12525,6517,20037,-17070,23982,-35440,-23129,27759,3989,76632
2020-10-13,78032,-11986,5869,16761,-18078,21945,-34300,-21680,27817,3827,68207
2020-10-14,72796,-11362,1614,14227,-18673,17207,-35860,-19436,27817,3800,52130
2020-10-15,70288,-7508,2534,15536,-20239,18039,-35665,-19898,28745,3806,55638
2020-10-16,70060,-7678,425,12746,-18673,18443,-37030,-15886,28571,3915,54893
2020-10-19,69358,-6302,203,15504,-17228,18343,-38230,-16990,29905,3866,58429
2020-10-20,66082,-7742,3227,10884,-23348,22143,-39280,-17194,29197,3866,47835
2020-10-21,71186,-7835,3005,13768,-21500,23979,-40540,-16297,29197,3866,58829
2020-10-22,75706,-11255,1385,12580,-19904,21879,-42010,-14713,27368,3866,54902
2020-10-23,81946,-8255,87,14703,-18133,21879,-40720,-14195,28725,3866,69903
2020-10-26,83724,-7863,441,20007,-19957,23919,-38470,-14272,28497,3866,79892
2020-10-27,87974,-8071,5039,16522,-21021,28655,-35970,-13944,28317,3866,91367
2020-10-28,88482,-13131,4079,14779,-19577,27503,-38670,-12754,25403,3866,79980
2020-10-29,97254,-14139,8264,22188,-19017,29951,-33270,-13490,25037,3866,106644
2020-10-30,99088,-13915,9908,20515,-19827,32037,-23010,-17626,25037,3866,116073
2020-11-02,95616,-11542,8558,17590,-21285,29653,-22735,-15558,25907,3815,110019
2020-11-03,96396,-9102,12638,18277,-23067,31963,-22970,-15819,27123,3890,119329
2020-11-04,105900,1722,11422,18025,-21067,34147,-24970,-15045,32269,3784,146187
2020-11-05,114412,412,15247,20918,-22111,36779,-21670,-15900,31944,3616,163647
2020-11-06,111292,-4718,25873,24122,-23229,48107,-13695,-14038,29524,3583,186821
2020-11-09,108244,-3538,22073,25452,-26535,40194,-25475,-14518,29002,3583,158482
2020-11-10,95744,7132,23032,30506,-29631,41268,-31855,-14886,31966,3583,156859
2020-11-11,96008,4162,21569,30238,-29883,39136,-31615,-15153,30416,3583,148461
2020-11-12,97292,1614,22249,37742,-30450,44548,-20365,-15833,29899,3583,170279
2020-11-13,95548,353,23619,39912,-31668,48134,-17665,-17618,29359,3445,173419
2020-11-16,95768,2663,33134,43440,-32578,59042,-15565,-17864,29683,3518,201241
2020-11-17,91368,3123,29634,36620,-32669,55762,-17140,-13133,30353,3518,187436
2020-11-18,89608,4421,33057,44492,-33365,60512,-18490,-14425,31441,3518,200769
2020-11-19,85030,9023,37243,43844,-33029,63844,-24010,-13567,34213,3518,206109
2020-11-20,86362,14097,26385,39619,-32701,52144,-19180,-13567,36653,3506,193318
2020-11-23,84436,10709,27638,40594,-33570,56664,-20470,-13872,35309,3666,191104
2020-11-24,84226,10828,29738,40921,-34263,57816,-20260,-14292,35150,3705,193569
2020-11-25,85256,10360,35325,47561,-31983,69782,-21520,-14361,34734,3662,218816
2020-11-26,83176,7861,41331,58721,-33522,79932,-14040,-15517,33462,3718,245122
2020-11-27,91156,10717,39681,55873,-35181,82376,-18220,-14043,35105,4166,251630
2020-11-30,89884,1984,39681,53129,-37946,81998,-9190,-11786,31933,3710,243397
2020-12-01,91084,-3968,47073,63209,-38986,98042,-9805,-10778,29583,3161,268615
2020-12-02,86484,-6344,41221,61817,-36554,94954,-9805,-11594,29303,3026,252508
2020-12-03,74162,-3516,47149,65247,-35474,103964,-3955,-12650,29623,2909,267459
2020-12-04,68342,-4740,61108,74243,-37378,117302,2245,-12604,29719,3053,301290
2020-12-07,72422,-6522,61388,86959,-36388,119486,245,-12772,29429,2648,316895
2020-12-08,75500,-6914,70163,91717,-40743,132360,8845,-10516,29559,2963,352934
2020-12-09,76564,-3131,76334,99659,-42192,144332,12285,-9412,30495,3275,388209
2020-12-10,71236,-7067,75522,105499,-48192,140767,20025,-9334,29593,3170,381219
2020-12-11,64284,-4583,70257,96859,-48192,139575,6265,-12415,30349,3179,345578
2020-12-14,66684,-4991,80287,105759,-50192,147669,7945,-12610,30019,2930,373500
2020-12-15,65954,-1316,89137,104447,-49088,154093,4705,-13139,31031,2483,388307
2020-12-16,61814,-1420,92188,106722,-49592,158433,1780,-13538,31451,1979,389817
2020-12-17,64364,3869,107557,118673,-50152,183698,3780,-13250,32081,1847,452467
2020-12-18,66068,17755,123973,128965,-49912,205510,7880,-14645,34281,1237,521112
2020-12-21,68516,20059,115049,112415,-48152,199658,750,-14021,34479,1875,490628
2020-12-22,68912,21473,107567,114975,-46709,189156,1200,-14177,34843,1875,479115
2020-12-23,66608,20649,109829,105735,-49625,186356,-1530,-14229,34573,1787,460153
2020-12-24,65712,20754,113069,108210,-47891,186861,-9300,-14215,34637,1787,459624
2020-12-25,68736,21178,106572,92019,-44566,169932,-14970,-14215,34722,1787,421195
2020-12-28,69232,17071,105462,93561,-43621,168266,-15360,-14267,34000,1787,416131
2020-12-29,68406,28091,107734,92531,-44731,171031,-14805,-14232,35794,1787,431606
2020-12-30,66318,40396,115970,93973,-45940,180590,-13510,-14155,37840,1805,463287
2020-12-31,60390,40886,116474,96033,-46260,177188,-10550,-14175,37732,1919,459637
2021-01-04,62260,40542,116678,90265,-46711,177342,-11990,-14295,37687,1949,453727
2021-01-05,59320,45348,115091,87522,-45481,178167,-11250,-13530,38317,1915,455419
2021-01-06,54118,43801,120621,88929,-45253,188367,-11990,-13751,38002,1807,464651
2021-01-07,55750,44801,121863,89520,-42985,187617,-18790,-14331,38992,1519,463956
2021-01-08,60996,50365,113376,89116,-43315,174513,-21190,-15591,40657,-441,448486
2021-01-11,58996,51709,112152,87106,-43780,174805,-18045,-15971,41600,59,448631
2021-01-12,55348,67053,109947,81136,-44340,173725,-17475,-16413,47276,60,456317
2021-01-13,56014,62607,110142,70174,-43240,172993,-18255,-16128,46394,6,440707
2021-01-14,56084,61087,114489,73016,-42925,177890,-17495,-15828,44912,37,451267
2021-01-15,57852,59540,116281,83219,-43609,177707,-11195,-15738,44192,37,468286
2021-01-18,58116,58910,110521,82861,-43219,169411,-10765,-15819,44231,37,454284
2021-01-19,58052,46582,111289,83326,-42699,172111,-10545,-15603,38696,37,441246
2021-01-20,58460,49012,114289,85961,-43084,173156,-185,-15655,39352,37,461343
2021-01-21,60704,43028,110755,88346,-43184,169856,1240,-15691,37427,130,452611
2021-01-22,59780,39332,112801,91622,-43010,173211,-5900,-15691,35902,142,448189
2021-01-25,60836,39796,112621,84846,-43010,173635,-6430,-15685,35860,176,442645
2021-01-26,59186,44494,118651,86456,-42972,179377,-2680,-15600,37033,174,464119
2021-01-27,60176,42758,112410,86616,-42969,175537,1560,-16040,36463,226,456737
2021-01-28,56348,42503,110751,86106,-42817,173219,2110,-16250,36548,-10,448508
2021-01-29,53840,43287,107117,89486,-42817,169498,-5990,-15920,36820,-470,434851
2021-02-01,53360,40561,101969,84761,-43015,166448,-4615,-16208,36055,-410,418906
2021-02-02,54200,40606,103740,84248,-43111,168513,1940,-16622,35845,-121,429238
2021-02-03,52796,43168,108164,91376,-42227,171285,14445,-16546,36716,-121,459056
2021-02-04,53212,44008,110036,94346,-42037,174651,13245,-16426,37148,-121,468062
2021-02-05,52562,42040,115052,96206,-41764,181151,14595,-16804,36848,-121,479765
2021-02-08,52370,44504,120917,100276,-41836,185001,17345,-16183,37538,-121,499811
2021-02-09,52946,42659,120350,99900,-44023,185341,17915,-15703,37104,-121,496368
2021-02-10,49154,42925,130958,107813,-41053,192041,35025,-17593,37538,-121,536687
2021-02-18,49246,42222,130022,107417,-39701,190730,47325,-17527,37342,-121,546955
2021-02-19,46684,44094,133998,115043,-38436,199417,66325,-19976,38077,-121,585105
2021-02-22,43764,46984,132270,115604,-38220,199047,66875,-20570,39229,-121,584862
2021-02-23,41100,46687,136835,115960,-38164,199927,61815,-21092,39357,-227,582198
2021-02-24,38550,46597,142313,125242,-36214,208207,64455,-22808,39485,-111,605716
2021-02-25,40006,41380,141977,123682,-37910,207379,65160,-22417,35909,-629,594537
2021-02-26,40186,41308,140068,130657,-36924,205489,57240,-23367,35534,-587,589604
2021-03-01,41896,39348,147293,131549,-37094,210847,57490,-23234,34526,-746,601875
2021-03-02,41952,40700,157918,133313,-36761,222532,69945,-23217,35294,-645,641031
2021-03-03,41472,39932,159898,127874,-38241,222418,61305,-22673,35070,-780,626275
2021-03-04,40828,40218,147448,132082,-36216,207790,66705,-23107,35546,-780,610514
2021-03-05,40352,41682,152013,127370,-32950,215035,77670,-24083,36810,-780,633119
2021-03-08,41516,40146,142703,115620,-34192,203224,71650,-24423,35478,-756,590966
2021-03-09,42226,38490,141461,120660,-39239,201859,68210,-24679,34254,-825,582417
2021-03-10,41662,37250,146004,115068,-39291,209425,77025,-23965,32979,-919,595238
2021-03-11,41530,37269,147684,112320,-39701,213105,79225,-23845,33122,-809,599900
2021-03-12,41530,36949,150673,122855,-40726,220215,91705,-24693,33182,-866,630824
2021-03-15,42106,37369,146037,123691,-40054,208535,92305,-24315,33362,-928,618108
2021-03-16,41554,37776,150687,131522,-40136,213701,92500,-25403,33602,-886,634917
2021-03-17,41530,37676,149467,133340,-41522,213914,86260,-25441,33679,-1180,627723
2021-03-18,43054,37668,148464,131796,-45428,215874,80410,-24567,33840,-956,620155
2021-03-19,42682,37941,151074,136996,-44462,220497,80600,-24351,34001,-822,634156
2021-03-22,42694,37815,148623,138572,-44610,220428,76100,-24351,33753,-841,628183
2021-03-23,42886,37980,151983,133361,-44715,221268,73400,-24540,34033,-657,624999
2021-03-24,42970,38055,151103,131411,-44820,220302,75780,-23902,34137,-609,624427
2021-03-25,42274,38215,156827,141239,-44487,224511,82050,-24078,34505,-747,650309
